bnf_key,bnf_code_branded,bnf_name_branded,drug_dressing_appliances_branded,form_branded,dosage_branded,chem_name_branded,nic_sum_branded,items_sum_branded,nic_per_item_branded,bnf_code_generic,bnf_name_generic,drug_dressing_appliances_generic,form_generic,dosage_generic,chem_name_generic,nic_sum_generic,items_sum_generic,nic_per_item_generic,diff_branded_to_generic
0407020B0AI,0407020B0BHABAI,Butec_Transdermal Patch 10mcg/hr,Butec,Transdermal,Patch 10mcg/hr,Buprenorphine,25953.86,1796,14.450924276169266,0407020B0AAAIAI,Buprenorphine_Patch 10mcg/hr (7day),Buprenorphine,Patch,10mcg/hr (7day),Buprenorphine,21028.24,673,31.24552748885587,-16.794603212686603
0407020Q0EG,0407020Q0BKABEG,Zomorph_Cap 30mg,Zomorph,Cap,30mg,Morphine Sulfate,12364.51,1764,7.009359410430839,0407020Q0AAEGEG,Morph Sulf_Cap 30mg M/R,Morph Sulf,Cap,30mg M/R,Morphine Sulfate,2170.23,306,7.092254901960785,-0.08289549152994535
0206010K0AE,0206010K0CDAAAE,Chemydur 60 XL_Tab 60mg,Chemydur 60 XL,Tab,60mg,Isosorbide Mononitrate,5766.64,1744,3.3065596330275233,0206010K0AAAEAE,Isosorbide Mononit_Tab 60mg M/R,Isosorbide Mononit,Tab,60mg M/R,Isosorbide Mononitrate,15891.73,1728,9.19660300925926,-5.890043376231736
0403040W0AE,0403040W0BGABAE,Vensir XL_Cap 150mg,Vensir XL,Cap,150mg,Venlafaxine,6957.62,1743,3.991749856569134,0403040W0AAAEAE,Venlafaxine_Cap 150mg M/R,Venlafaxine,Cap,150mg M/R,Venlafaxine,7251.9,1668,4.347661870503597,-0.3559120139344629
0302000N0BG,0302000N0BFABBG,Sirdupla_Inh 250mcg/25mcg (120D),Sirdupla,Inh,250mcg/25mcg (120D),Fluticasone Propionate (Inh),92431.92,1737,53.21354058721934,0302000N0AABGBG,Fluticasone/Salmeterol_Inh 250/25mcg120D,Fluticasone/Salmeterol,Inh,250/25mcg120D,Fluticasone Propionate (Inh),68342.52,931,73.40764769065521,-20.19410710343587
090402000A0,090402000BBSIA0,Fortisip Compact_Liq (8 Flav),Fortisip Compact,Liq,(8 Flav),Enteral Nutrition,81208.7,1729,46.9685945633314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302000N0BE,0302000N0BCADBE,Seretide 50_Evohaler 50mcg/25mcg (120 D),Seretide 50,Evohaler,50mcg/25mcg (120 D),Fluticasone Propionate (Inh),39780,1701,23.386243386243386,0302000N0AABEBE,Fluticasone/Salmeterol_Inh 50/25mcg 120D,Fluticasone/Salmeterol,Inh,50/25mcg 120D,Fluticasone Propionate (Inh),10962,474,23.126582278481013,0.2596611077623727
0502030B0AB,0502030B0BBABAB,Nystan_Susp (Ready Mixed),Nystan,Susp,(Ready Mixed),Nystatin,3420,1699,2.012948793407887,0502030B0AAABAB,Nystatin_Oral Susp 100 000u/ml,Nystatin,Oral,Susp 100 000u/ml,Nystatin,3542.7400000000002,1636,2.1654889975550122,-0.1525402041471251
090402000A0,090402000BBRRA0,Ensure Plus_Milkshake Style Liq (9 Flav),Ensure Plus,Milkshake,Style Liq (9 Flav),Enteral Nutrition,47336.68,1690,28.009869822485207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0106040M0AB,0106040M0BBAIAB,Movicol Plain_Paed Pdr Sach 6.9g,Movicol Plain,Paed,Pdr Sach 6.9g,Macrogol 3350,12735.88,1676,7.598973747016706,0106040M0AAABAB,Macrogol_Co Oral Pdr Sach H/Strgh6.9gS/F,Macrogol,Co,Oral Pdr Sach H/Strgh6.9gS/F,Macrogol 3350,569.8100000000001,112,5.087589285714286,2.51138446130242
0601012X0AB,0601012X0BBABAB,Ins Levemir_FlexPen 100u/ml 3ml Pf Pen,Ins Levemir,FlexPen,100u/ml 3ml Pf Pen,Insulin Detemir,96121.2,1625,59.15150769230769,0601012X0AAABAB,Ins Detemir_Inj 100u/ml 3ml Pf Pen,Ins Detemir,Inj,100u/ml 3ml Pf Pen,Insulin Detemir,5426.4,85,63.839999999999996,-4.688492307692307
130201100AN,130201100BBAZAN,Dermol 200_Shower Emollient,Dermol 200,Shower,Emollient,Emollient Bath & Shower Preparations,9439.45,1603,5.8886150966937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0302000N0BF,0302000N0BCAEBF,Seretide 125_Evohaler 125mcg/25mcg(120D),Seretide 125,Evohaler,125mcg/25mcg(120D),Fluticasone Propionate (Inh),71048.6,1596,44.51666666666667,0302000N0AABFBF,Fluticasone/Salmeterol_Inh 125/25mcg120D,Fluticasone/Salmeterol,Inh,125/25mcg120D,Fluticasone Propionate (Inh),40565,922,43.99674620390456,0.5199204627621157
0601060D0A0,0601060D0BQAEA0,GlucoMen areo Sensor (Reagent)_Strips,GlucoMen areo Sensor (Reagent),Strips,NA,Glucose Blood Testing Reagents,28735.6,1584,18.141161616161614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0403040W0AD,0403040W0BGAAAD,Vensir XL_Cap 75mg,Vensir XL,Cap,75mg,Venlafaxine,5092.64,1570,3.24371974522293,0403040W0AAADAD,Venlafaxine_Cap 75mg M/R,Venlafaxine,Cap,75mg M/R,Venlafaxine,5626.36,1895,2.969055408970976,0.27466433625195386
0106010E0AH,0106010E0BBABAH,Fybogel_Gran Sach 3.5g Orange G/F S/F,Fybogel,Gran,Sach 3.5g Orange G/F S/F,Ispaghula Husk,7323.17,1515,4.8337755775577556,0106010E0AAAHAH,Ispag Husk_Gran Eff Sach 3.5g Orange S/F,Ispag Husk,Gran,Eff Sach 3.5g Orange S/F,Ispaghula Husk,473.04,98,4.826938775510205,0.006836802047550883
0401010ADAA,0401010ADBBAAAA,Circadin_Tab 2mg M/R,Circadin,Tab,2mg M/R,Melatonin,46125.07,1498,30.791101468624834,0401010ADAAAAAA,Melatonin_Tab 2mg M/R,Melatonin,Tab,2mg M/R,Melatonin,41196.57,1731,23.799289428076257,6.991812040548577
1106000AIAA,1106000AIBBAAAA,Ganfort_Eye Dps 300mcg/5mg,Ganfort,Eye,Dps 300mcg/5mg,Timolol & Bimatoprost,29240.71,1464,19.97316256830601,1106000AIAAAAAA,Bimatoprost/Timolol_Eye Dps 300mcg/5mg,Bimatoprost/Timolol,Eye,Dps 300mcg/5mg,Timolol & Bimatoprost,37269.12,1730,21.54284393063584,-1.5696813623298311
1304000F0AA,1304000F0BBAAAA,Betnovate_Crm 0.1%,Betnovate,Crm,0.1%,Betamethasone Valerate,3782.6,1455,2.5997250859106527,1304000F0AAAAAA,Betameth Val_Crm 0.1%,Betameth Val,Crm,0.1%,Betamethasone Valerate,9389.15,2592,3.6223572530864194,-1.0226321671757668
0301020S0AA,0301020S0BBAAAA,Seebri_Breezhaler Inh Cap 55mcg + Dev,Seebri,Breezhaler,Inh Cap 55mcg + Dev,Glycopyrronium Bromide,44559.33,1439,30.965482974287703,0301020S0AAAAAA,Glycopyrronium Brom_Inh Cap 55mcg + Dev,Glycopyrronium Brom,Inh,Cap 55mcg + Dev,Glycopyrronium Bromide,8305,268,30.988805970149254,-0.023322995861551732
0601060D0A0,0601060D0DWAAA0,Performa (Reagent)_Strips,Performa (Reagent),Strips,NA,Glucose Blood Testing Reagents,24924.75,1439,17.32088255733148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0101021B0AJ,0101021B0BEADAJ,Gaviscon Infant_Sach 2g (Dual Pack) S/F,Gaviscon Infant,Sach,2g (Dual Pack) S/F,Alginic Acid Compound Preparations,20771.25,1438,14.444541029207233,0101021B0AAAJAJ,Sod/Mag Algin_Pdr Sach 225mg/87.5mg S/F,Sod/Mag Algin,Pdr,Sach 225mg/87.5mg S/F,Alginic Acid Compound Preparations,58.8,2,29.4,-14.955458970792765
0601012S0AI,0601012S0BGAFAI,Ins Humulin I_KwikPen 100u/ml 3ml Pf Pen,Ins Humulin I,KwikPen,100u/ml 3ml Pf Pen,Isophane Insulin,37237.2,1368,27.22017543859649,0601012S0AAAIAI,Ins Isop_Inj (Hum) 100u/ml 3ml Pf Pen,Ins Isop,Inj,(Hum) 100u/ml 3ml Pf Pen,Isophane Insulin,43.4,2,21.7,5.520175438596489
0408010C0AH,0408010C0BBAFAH,Tegretol Prolonged Release_Tab 400mg M/R,Tegretol Prolonged Release,Tab,400mg M/R,Carbamazepine,14474.95,1358,10.659020618556701,0408010C0AAAHAH,Carbamazepine_Tab 400mg M/R,Carbamazepine,Tab,400mg M/R,Carbamazepine,2645.73,297,8.908181818181818,1.7508388003748827
0402030K0AI,0402030K0BFABAI,Priadel_Tab 200mg,Priadel,Tab,200mg,Lithium Carbonate,1248.15,1330,0.9384586466165414,0402030K0AAAIAI,Lithium Carb_Tab 200mg M/R,Lithium Carb,Tab,200mg M/R,Lithium Carbonate,142.57,117,1.2185470085470085,-0.28008836193046704
0302000C0BE,0302000C0BJAABE,Qvar 50_Inha 50mcg (200 D),Qvar 50,Inha,50mcg (200 D),Beclometasone Dipropionate,12206.37,1323,9.226281179138322,0302000C0AABEBE,Beclomet Diprop_Inha 50mcg (200 D) CFF,Beclomet Diprop,Inha,50mcg (200 D) CFF,Beclometasone Dipropionate,462.5,112,4.129464285714286,5.0968168934240365
0206020R0AN,0206020R0BBAHAN,Adalat LA _Tab 30mg,Adalat LA,Tab,30mg,Nifedipine,12844.18,1314,9.774870624048706,0206020R0AAANAN,Nifedipine_Tab 30mg M/R,Nifedipine,Tab,30mg M/R,Nifedipine,1530.55,160,9.5659375,0.20893312404870557
0109040N0AQ,0109040N0BDABAQ,Creon 25000_Cap E/C,Creon 25000,Cap,E/C,Pancreatin,84657.03,1285,65.88095719844358,0109040N0AAAQAQ,Gppe Cap E/C_Creon 25000,Gppe Cap E/C,Creon,25000,Pancreatin,28.25,1,28.25,37.63095719844358
1202030S0AA,1202030S0BBAAAA,Naseptin_Crm,Naseptin,Crm,NA,Neomycin Sulfate,2766.86,1269,2.180346729708432,1202030S0AAAAAA,Chlorhex HCl/Neomycin Sulf_Crm 0.1/0.5%,Chlorhex HCl/Neomycin Sulf,Crm,0.1/0.5%,Neomycin Sulfate,1516.4099999999999,726,2.0887190082644627,0.09162772144396936
0601060D0A0,0601060D0DQAAA0,TEE2 (Reagent)_Strips,TEE2 (Reagent),Strips,NA,Glucose Blood Testing Reagents,14825.5,1236,11.994741100323624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1304000V0CH,1304000V0CGABCH,Daktacort_Crm 2%/1%,Daktacort,Crm,2%/1%,Hydrocortisone,3520.83,1232,2.8578165584415585,1304000V0AACHCH,Hydrocort/Miconazole Nit_Crm 1%/2%,Hydrocort/Miconazole Nit,Crm,1%/2%,Hydrocortisone,11421.06,3637,3.14024195765741,-0.2824253992158514
0601060D0A0,0601060D0BJADA0,FreeStyle Optium (Reagent)_Strips,FreeStyle Optium (Reagent),Strips,NA,Glucose Blood Testing Reagents,46496,1223,38.01798855273917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1309000C0AQ,1309000C0BLAAAQ,Capasal_Therapeutic Shampoo,Capasal,Therapeutic,Shampoo,Coal Tar,6340.88,1222,5.188936170212766,1309000C0AAAQAQ,Gppe Shampoo_Capasal,Gppe Shampoo,Capasal,NA,Coal Tar,9.38,2,4.69,0.49893617021276526
0102000N0AB,0102000N0BBAAAB,Buscopan_Tab 10mg,Buscopan,Tab,10mg,Hyoscine Butylbromide,5212.08,1207,4.318210439105219,0102000N0AAABAB,Hyoscine Butylbrom_Tab 10mg,Hyoscine Butylbrom,Tab,10mg,Hyoscine Butylbromide,22232.46,4833,4.600136561142148,-0.28192612203692846
0408010C0AC,0408010C0BBABAC,Tegretol_Tab 200mg,Tegretol,Tab,200mg,Carbamazepine,4016.43,1196,3.3582190635451505,0408010C0AAACAC,Carbamazepine_Tab 200mg,Carbamazepine,Tab,200mg,Carbamazepine,3900.76,1341,2.9088441461595824,0.4493749173855681
0302000N0BF,0302000N0BFAABF,Sirdupla_Inh 125mcg/25mcg (120D),Sirdupla,Inh,125mcg/25mcg (120D),Fluticasone Propionate (Inh),37721.25,1174,32.13053662691652,0302000N0AABFBF,Fluticasone/Salmeterol_Inh 125/25mcg120D,Fluticasone/Salmeterol,Inh,125/25mcg120D,Fluticasone Propionate (Inh),40565,922,43.99674620390456,-11.866209576988034
0301020R0AA,0301020R0BBAAAA,Eklira_Inh 322mcg (60D) (Genuair),Eklira,Inh,322mcg (60D) (Genuair),Aclidinium Bromide,35892.73,1152,31.15688368055556,0301020R0AAAAAA,Aclidinium Brom_Pdr For Inh 375mcg (60D),Aclidinium Brom,Pdr,For Inh 375mcg (60D),Aclidinium Bromide,12097.8,367,32.96403269754768,-1.8071490169921205
090607000A1,090607000BBEGA1,Forceval_Cap,Forceval,Cap,NA,Other Multivitamin Preps,10130.14,1130,8.964725663716814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1404000H0AF,1404000H0BWAAAF,Quadrivalent_Vac Inact 0.5ml Pfs,Quadrivalent,Vac,Inact 0.5ml Pfs,Influenza,9008,1126,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0601022B0AS,0601022B0BBACAS,Glucophage SR_Tab 500mg,Glucophage SR,Tab,500mg,Metformin Hydrochloride,10189.02,1125,9.056906666666666,0601022B0AAASAS,Metformin HCl_Tab 500mg M/R,Metformin HCl,Tab,500mg M/R,Metformin Hydrochloride,89862.61,11390,7.889605794556629,1.1673008721100375
0407010F0AD,0407010F0BSABAD,Zapain_Cap 30mg/500mg,Zapain,Cap,30mg/500mg,Co-Codamol (Codeine Phos/Paracetamol),5129.16,1116,4.596021505376344,0407010F0AAADAD,Co-Codamol_Cap 30mg/500mg,Co-Codamol,Cap,30mg/500mg,Co-Codamol (Codeine Phos/Paracetamol),37133.09,6918,5.3676047990748765,-0.7715832936985327
0906040G0DR,0906040G0CGAADR,Hux D3_Cap 20 000u,Hux D3,Cap,20 000u,Colecalciferol,1690.69,1112,1.520404676258993,0906040G0AADRDR,Colecal_Cap 20 000u,Colecal,Cap,20 000u,Colecalciferol,8663.69,748,11.582473262032087,-10.062068585773094
0703021Q0AA,0703021Q0BBAAAA,Cerazette_Tab 75mcg,Cerazette,Tab,75mcg,Desogestrel,15610.99,1109,14.076636609558161,0703021Q0AAAAAA,Desogestrel_Tab 75mcg,Desogestrel,Tab,75mcg,Desogestrel,25150.01,7415,3.391774780849629,10.684861828708533
0302000K0AL,0302000K0BDAAAL,Symbicort_Turbohaler 100mcg/6mcg (120 D),Symbicort,Turbohaler,100mcg/6mcg (120 D),Budesonide,38500,1107,34.77868112014453,0302000K0AAALAL,Budesonide/Formoterol_InhaB/A 100/6(120D,Budesonide/Formoterol,InhaB/A,100/6(120D,Budesonide,9912,290,34.179310344827584,0.5993707753169488
0407020B0AJ,0407020B0BHACAJ,Butec_Transdermal Patch 20mcg/hr,Butec,Transdermal,Patch 20mcg/hr,Buprenorphine,30463.09,1104,27.593378623188407,0407020B0AAAJAJ,Buprenorphine_Patch 20mcg/hr (7day),Buprenorphine,Patch,20mcg/hr (7day),Buprenorphine,19349.8,337,57.417804154302665,-29.824425531114258
0409010N0AB,0409010N0BBACAB,Sinemet-Plus_Tab 125mg,Sinemet-Plus,Tab,125mg,Co-Careldopa (Carbidopa/Levodopa),16101.42,1101,14.624359673024523,0409010N0AAABAB,Co-Careldopa_Tab 25mg/100mg,Co-Careldopa,Tab,25mg/100mg,Co-Careldopa (Carbidopa/Levodopa),9876.56,1304,7.574049079754601,7.050310593269923
0106040M0AA,0106040M0BGABAA,CosmoCol_Oral Pdr Sach (Orange),CosmoCol,Oral,Pdr Sach (Orange),Macrogol 3350,6491.27,1098,5.9119034608378875,0106040M0AAAAAA,Macrogol_Co Oral Pdr Sach S/F,Macrogol,Co,Oral Pdr Sach S/F,Macrogol 3350,35878.63,6071,5.909838576840718,0.002064883997169531
0704020N0AC,0704020N0BFAAAC,Neditol XL_Cap 4mg,Neditol XL,Cap,4mg,Tolterodine,14118.17,1083,13.036168051708218,0704020N0AAACAC,Tolterodine_Cap 4mg M/R,Tolterodine,Cap,4mg M/R,Tolterodine,21397.87,767,27.89813559322034,-14.86196754151212
0302000N0AY,0302000N0BCABAY,Seretide 250_Accuhaler 250mcg/50mcg(60D),Seretide 250,Accuhaler,250mcg/50mcg(60D),Fluticasone Propionate (Inh),48370,1080,44.78703703703704,0302000N0AAAYAY,Fluticasone/Salmeterol_Inh 250/50mcg 60D,Fluticasone/Salmeterol,Inh,250/50mcg 60D,Fluticasone Propionate (Inh),19845,433,45.83140877598152,-1.0443717389444842
0703010G0AC,0703010G0BFAAAC,Cilest_Tab,Cilest,Tab,NA,Combined Ethinylestradiol 35mcg,11863.43,1079,10.994837812789621,0703010G0AAACAC,Ethinylest/Norgestimate_Tab 35mcg/250mcg,Ethinylest/Norgestimate,Tab,35mcg/250mcg,Combined Ethinylestradiol 35mcg,1312.7,124,10.586290322580645,0.40854749020897607
0601060D0A0,0601060D0DKAAA0,TRUEyou (Reagent)_Strips,TRUEyou (Reagent),Strips,NA,Glucose Blood Testing Reagents,18451.2,1062,17.37401129943503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0301011R0AQ,0301011R0BEAHAQ,Ventolin_Accuhaler 200mcg (60 D),Ventolin,Accuhaler,200mcg (60 D),Salbutamol,5310,1053,5.042735042735043,0301011R0AAAQAQ,Salbutamol_Pdr For Inh 200mcg (60 D),Salbutamol,Pdr,For Inh 200mcg (60 D),Salbutamol,2030.4,375,5.4144000000000005,-0.37166495726495796
1106000AFAB,1106000AFBBABAB,Lumigan_Eye Dps 100mcg/ml,Lumigan,Eye,Dps 100mcg/ml,Bimatoprost,18138.79,1035,17.525400966183575,1106000AFAAABAB,Bimatoprost_Eye Dps 100mcg/ml,Bimatoprost,Eye,Dps 100mcg/ml,Bimatoprost,45996.88,2696,17.06115727002967,0.46424369615390404
0301011R0BZ,0301011R0BWAABZ,Easyhaler_Salbutamol Sulf 100mcg (200D),Easyhaler,Salbutamol,Sulf 100mcg (200D),Salbutamol,4058.06,1034,3.924622823984526,0301011R0AABZBZ,Salbutamol_Pdr For Inh 100mcg (200 D),Salbutamol,Pdr,For Inh 100mcg (200 D),Salbutamol,129.09,35,3.688285714285714,0.23633710969881205
0906040G0CB,0906040G0BNACCB,Adcal-D3_Dissolve Tab Eff 1.5g/400u(Lem),Adcal-D3,Dissolve,Tab Eff 1.5g/400u(Lem),Colecalciferol,5556.63,1033,5.379119070667958,0906040G0AACBCB,Colecal & Calc_Tab Eff 400u/1.5g (Lem),Colecal & Calc,Tab,Eff 400u/1.5g (Lem),Colecalciferol,3846.24,732,5.254426229508196,0.12469284115976187
0408010W0A1,0408010W0BBAKA1,Epilim Chrono 300_Tab 300mg C/R,Epilim Chrono 300,Tab,300mg C/R,Sodium Valproate,13170.2,1030,12.786601941747573,0408010W0AAA1A1,Sod Valpr_Tab 300mg M/R,Sod Valpr,Tab,300mg M/R,Sodium Valproate,3782.8,388,9.749484536082475,3.0371174056650982
1304000F0CC,1304000F0BCABCC,Fucibet_Crm,Fucibet,Crm,NA,Betamethasone Valerate,9404.12,1025,9.174751219512196,1304000F0AACCCC,Betameth Val/Fusidic Acid_Crm 0.1%/2%,Betameth Val/Fusidic Acid,Crm,0.1%/2%,Betamethasone Valerate,20530.51,2357,8.71044123886296,0.4643099806492348
1003020U0AA,1003020U0BBAAAA,Voltarol Emulgel_Aq Gel 1.16%,Voltarol Emulgel,Aq,Gel 1.16%,Diclofenac Sodium,5801.39,1024,5.665419921875,1003020U0AAAAAA,Diclofenac Sod_Gel 1.16%,Diclofenac Sod,Gel,1.16%,Diclofenac Sodium,31039.52,5654,5.489833746020516,0.17558617585448388
1202010M0AC,1202010M0BBACAC,Flixonase_Aq Nsl Spy 50mcg (150 D),Flixonase,Aq,Nsl Spy 50mcg (150 D),Fluticasone Propionate (Nsl),12595.44,1010,12.470732673267328,1202010M0AAACAC,Fluticasone Prop_Nsl Spy 50mcg (150 D),Fluticasone Prop,Nsl,Spy 50mcg (150 D),Fluticasone Propionate (Nsl),21414.45,1724,12.4213747099768,0.04935796329052877
0106040M0AA,0106040M0BBAAAA,Movicol_Pdr Sach 13.8g (Lem & Lim),Movicol,Pdr,Sach 13.8g (Lem & Lim),Macrogol 3350,12741.32,1001,12.728591408591408,0106040M0AAAAAA,Macrogol_Co Oral Pdr Sach S/F,Macrogol,Co,Oral Pdr Sach S/F,Macrogol 3350,35878.63,6071,5.909838576840718,6.81875283175069
0109040N0AU,0109040N0BDADAU,Creon 10000_Cap E/C,Creon 10000,Cap,E/C,Pancreatin,32477.05,986,32.9381845841785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0105010E0AB,0105010E0BBABAB,Salazopyrin-En_Tab 500mg,Salazopyrin-En,Tab,500mg,Sulfasalazine,10140.69,985,10.295116751269036,0105010E0AAABAB,Sulfasalazine_Tab E/C 500mg,Sulfasalazine,Tab,E/C 500mg,Sulfasalazine,13060.39,1357,9.62445836403832,0.6706583872307164
0206020R0AP,0206020R0BBAIAP,Adalat LA _Tab 60mg,Adalat LA,Tab,60mg,Nifedipine,10759.65,974,11.046868583162217,0206020R0AAAPAP,Nifedipine_Tab 60mg M/R,Nifedipine,Tab,60mg M/R,Nifedipine,1063.34,92,11.558043478260869,-0.5111748950986517
0906040G0BU,0906040G0BRAABU,Calcichew D3_Tab Chble,Calcichew D3,Tab,Chble,Colecalciferol,4180.94,964,4.3370746887966805,0906040G0AABUBU,Colecal & Calc_Tab Chble 200u/1.25g,Colecal & Calc,Tab,Chble 200u/1.25g,Colecalciferol,2156.83,470,4.5889999999999995,-0.25192531120331907
0106040M0AA,0106040M0BGAAAA,CosmoCol_Oral Pdr Sach (Orng Lem & Lim),CosmoCol,Oral,Pdr Sach (Orng Lem & Lim),Macrogol 3350,5599.93,956,5.857667364016737,0106040M0AAAAAA,Macrogol_Co Oral Pdr Sach S/F,Macrogol,Co,Oral Pdr Sach S/F,Macrogol 3350,35878.63,6071,5.909838576840718,-0.05217121282398107
1302011L0AI,1302011L0BKAFAI,Oilatum Jnr_Bath Additive,Oilatum Jnr,Bath,Additive,Light Liquid Paraffin,5801.75,956,6.068776150627615,1302011L0AAAIAI,Liq Paraf Light_Bath Add 63.4%,Liq Paraf Light,Bath,Add 63.4%,Light Liquid Paraffin,1176.05,223,5.273766816143498,0.7950093344841171
0906040G0AN,0906040G0DFADAN,InVita D3_Cap 800u,InVita D3,Cap,800u,Colecalciferol,3344.29,941,3.553974495217853,0906040G0AAANAN,Colecal_Cap 800u,Colecal,Cap,800u,Colecalciferol,14810.92,3732,3.9686280814576635,-0.4146535862398104
0902012H0AE,0902012H0BBAGAE,Dioralyte_Pdr Sach (Blkcurrant),Dioralyte,Pdr,Sach (Blkcurrant),Oral Rehydration Salts,5127.74,931,5.507776584317938,0902012H0AAAEAE,Gppe Pdr Sach_Dioralyte,Gppe Pdr Sach,Dioralyte,NA,Oral Rehydration Salts,116.47,13,8.95923076923077,-3.4514541849128317
0301040Y0AA,0301040Y0BBAAAA,Ultibro Breezhaler_Pdr Inh Cap + Dev,Ultibro Breezhaler,Pdr,Inh Cap + Dev,Indacaterol/Glycopyrronium,34872.37,928,37.57798491379311,0301040Y0AAAAAA,Indacaterol/Glycopy_Pdr Inh Cap 85/54mcg,Indacaterol/Glycopy,Pdr,Inh Cap 85/54mcg,Indacaterol/Glycopyrronium,2859.98,82,34.87780487804878,2.7001800357443315
0301030S0AM,0301030S0BKABAM,Uniphyllin Continus_Tab 200mg,Uniphyllin Continus,Tab,200mg,Theophylline,2683.56,927,2.8948867313915856,0301030S0AAAMAM,Theophylline_Tab 200mg M/R,Theophylline,Tab,200mg M/R,Theophylline,218.57,75,2.914266666666667,-0.019379935275081195
1302020E0AL,1302020E0BGAAAL,Sudocrem_Antis Healing Crm,Sudocrem,Antis,Healing Crm,Zinc Oxide,3625.14,926,3.9148380129589633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0402030Q0AB,0402030Q0BBABAB,Depakote_Tab G/R 500mg,Depakote,Tab,G/R 500mg,Valproic Acid,14812.07,913,16.223515881708654,0402030Q0AAABAB,Valproic Acid_Tab G/R 500mg,Valproic Acid,Tab,G/R 500mg,Valproic Acid,8193.21,456,17.96756578947368,-1.744049907765028
0408010W0AZ,0408010W0BBAJAZ,Epilim Chrono 200_Tab 200mg C/R,Epilim Chrono 200,Tab,200mg C/R,Sodium Valproate,8462.25,909,9.30940594059406,0408010W0AAAZAZ,Sod Valpr_Tab 200mg M/R,Sod Valpr,Tab,200mg M/R,Sodium Valproate,1875.27,267,7.023483146067416,2.285922794526644
0107020P0AC,0107020P0BCAAAC,Scheriproct_Oint,Scheriproct,Oint,NA,Prednisolone,3217.08,907,3.5469459757442117,0107020P0AAACAC,Cinchocaine/Prednisolone_Oint 0.5%/0.19%,Cinchocaine/Prednisolone,Oint,0.5%/0.19%,Prednisolone,807.5,234,3.450854700854701,0.09609127488951064
0601012X0AA,0601012X0BBAAAA,Ins Levemir_Penfill 100u/ml 3ml Cart,Ins Levemir,Penfill,100u/ml 3ml Cart,Insulin Detemir,58867.2,899,65.48075639599554,0601012X0AAAAAA,Ins Detemir_100u/ml 3ml Cart,Ins Detemir,100u/ml,3ml Cart,Insulin Detemir,4250.4,66,64.39999999999999,1.0807563959955502
0301030C0AE,0301030C0BCAAAE,Phyllocontin Continus_Tab 225mg,Phyllocontin Continus,Tab,225mg,Aminophylline Hydrate,2587.21,895,2.8907374301675977,0301030C0AAAEAE,Aminophylline Hydrate_Tab 225mg M/R,Aminophylline Hydrate,Tab,225mg M/R,Aminophylline Hydrate,409.31,166,2.4657228915662652,0.4250145386013324
0906040G0BG,0906040G0DHAABG,Stexerol-D3_Tab 1 000u,Stexerol-D3,Tab,1 000u,Colecalciferol,2930.07,895,3.2738212290502795,0906040G0AABGBG,Colecal_Tab 1 000u,Colecal,Tab,1 000u,Colecalciferol,3007.47,724,4.15396408839779,-0.8801428593475102
0302000N0BK,0302000N0BDABBK,Flutiform_Inha 250/10mcg (120 D),Flutiform,Inha,250/10mcg (120 D),Fluticasone Propionate (Inh),47427.96,892,53.17035874439462,0302000N0AABKBK,Fluticasone/Formoterol_Inh 250/10mcg120D,Fluticasone/Formoterol,Inh,250/10mcg120D,Fluticasone Propionate (Inh),18952.96,359,52.79376044568245,0.37659829871216743
0703010F0AJ,0703010F0BLAAAJ,Yasmin_Tab,Yasmin,Tab,NA,Combined Ethinylestradiol 30mcg,19651.79,887,22.15534385569335,0703010F0AAAJAJ,Ethinylestr/Drospirenone_Tab 30mcg/3mg,Ethinylestr/Drospirenone,Tab,30mcg/3mg,Combined Ethinylestradiol 30mcg,5188.4,245,21.177142857142854,0.9782009985504949
040702040AC,040702040BNAFAC,Marol_Tab 100mg M/R (Teva),Marol,Tab,100mg M/R (Teva),Tramadol Hydrochloride,6765.79,886,7.6363318284424375,040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol HCl,Tab,100mg M/R,Tramadol Hydrochloride,9896.13,555,17.830864864864864,-10.194533036422428
1302020D0AC,1302020D0BBAAAC,Conotrane_Crm,Conotrane,Crm,NA,Dimeticone (Barrier),2238.75,880,2.544034090909091,1302020D0AAACAC,Dimeticone/Benzalk Chlor_Crm 22%/0.1%,Dimeticone/Benzalk Chlor,Crm,22%/0.1%,Dimeticone (Barrier),296.56,125,2.37248,0.1715540909090909
190700000A0,190700000BBCJA0,Resource_ThickenUp Clr Pdr,Resource,ThickenUp,Clr Pdr,Other Base/Dil/SuspAgent/StabiliserPreps,35911.7,878,40.90170842824601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
